,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
HECTD2,12,1,4,21,0,7,15,0,14,8,0,15,10,0,4
PPP1R3C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNKS2,20,69,17,52,17,21,19,15,12,36,30,11,35,14,28
FGFBP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D12,64,114,77,98,41,47,44,22,54,64,50,21,54,53,29
NOC3L,3,0,7,3,0,3,1,1,1,0,1,0,0,0,1
PLCE1,2,13,15,5,2,11,5,0,7,1,0,8,4,0,16
SLC35G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC114596712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597326,3,2,2,2,1,2,0,3,2,1,4,3,1,3,1
PDE6C,0,0,0,0,1,0,0,1,0,0,3,0,0,3,0
RBP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFAR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYOF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC114597332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOC6,13,31,79,23,16,52,19,9,59,17,3,12,8,6,27
HHEX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
IDE,95,235,134,256,90,127,86,84,76,124,86,102,122,70,139
5-Mar,110,122,330,342,66,167,134,68,185,148,79,133,111,67,166
CPEB3,166,520,454,589,197,336,203,249,261,278,169,278,209,150,285
BTAF1,4,25,5,3,3,7,0,4,2,9,4,2,5,2,2
LOC114597345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC2D2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNJ,0,10,2,1,2,1,2,3,0,0,0,0,1,0,2
ZNF518A,9,15,15,11,12,3,2,3,1,4,8,0,6,5,4
BLNK,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
DNTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597350,0,0,5,0,0,0,0,0,0,0,0,0,1,0,4
LOC114596714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA1,0,5,0,1,4,1,1,5,1,0,0,0,0,1,0
LOC114596811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFAP46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX6-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPP5A,131,112,82,333,40,24,124,22,17,175,8,18,176,26,27
PWWP2B,9,6,6,2,7,3,5,5,2,6,3,0,4,4,3
LRRC27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK32C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPYSL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAKMIP3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BNIP3,0,1,2,3,1,2,0,0,2,0,1,1,1,0,3
PPP2R2D,560,473,2171,642,258,765,388,241,558,523,499,564,556,324,663
LOC114597368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCERG1L,6,0,0,2,0,0,2,0,0,0,0,0,1,0,0
LOC114597370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLRX3,11,10,14,17,14,7,10,0,5,11,9,9,9,7,3
EBF3,57,0,134,182,0,86,150,0,33,122,0,47,128,0,73
LOC114597372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MGMT,62,28,35,164,88,48,86,71,14,120,78,30,111,46,33
LOC114596716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKI67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPRE,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0
LOC114597377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLRN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXI2,0,0,1,0,0,0,0,0,3,0,0,1,0,0,2
DOCK1,17,69,19,93,36,15,24,19,9,41,19,8,51,30,9
INSYN2A,1,2,1,0,2,0,0,2,0,2,2,0,0,0,1
LOC114597383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H10orf90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FANK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCCIP,12,6,18,6,5,5,6,4,6,1,10,2,4,4,2
UROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDRF1,18,24,48,14,6,21,10,5,16,10,7,15,12,8,10
TEX36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTBP2,91,28,35,69,50,23,84,81,33,73,85,24,63,39,47
ZRANB1,126,518,659,287,194,492,118,115,303,165,129,361,163,200,258
ABRAXAS2,33,56,179,60,34,135,35,24,93,49,24,88,30,25,66
EEF1AKMT2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
FAM53B,1,0,3,4,1,2,0,0,2,0,0,3,0,0,3
LHPP,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0
NKX1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OAT,14,122,17,30,48,12,13,52,6,12,50,8,12,31,10
TRNAP-GGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST15,7,12,14,16,32,2,12,24,2,18,28,3,23,15,4
CPXM2,72,0,0,494,2,0,259,4,4,274,4,0,241,6,2
LOC114598263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUB3,19,18,7,11,6,13,12,2,10,16,18,6,10,6,6
HMX2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACADSB,0,1,0,2,0,2,1,3,0,2,3,0,1,0,1
IKZF5,23,28,51,60,14,16,26,16,20,23,24,11,15,7,10
PSTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H10orf88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUZD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMBT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC114597412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTRA1,20,32,6,8,13,7,5,25,3,6,27,14,3,11,12
PLEKHA1,8,102,36,41,40,20,15,37,9,27,40,12,31,31,8
LOC114598239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTBD16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TACC2,1239,65,991,883,129,869,1025,136,869,778,183,372,731,71,610
NSMCE4A,3,4,0,2,5,1,3,1,1,7,1,0,4,1,0
ATE1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0
FGFR2,8,588,0,38,345,2,19,274,18,18,126,1,22,261,6
WDR11,3,1,0,4,7,0,1,1,2,0,0,0,3,0,0
PLPP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC23IP,1,2,0,2,1,3,0,1,2,1,0,2,1,0,2
MCMBP,13,16,5,6,9,2,3,10,8,3,10,2,3,8,3
INPP5F,2,7,0,20,2,2,8,1,1,6,2,3,2,1,1
BAG3,9,0,3,2,1,4,2,1,2,1,1,0,2,0,2
TIAL1,331,303,180,257,231,183,305,313,197,271,436,163,317,202,174
RGS10,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LOC114597433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRK5,1,1,12,15,3,1,4,1,7,3,5,4,2,1,6
LOC114597435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFXN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM45A,0,1,2,1,2,0,0,1,1,1,0,0,1,0,0
EIF3A,72,299,282,326,83,325,149,82,232,142,87,100,113,85,138
LOC114598224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOS1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC114596718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACUL1,23,170,45,69,68,25,47,61,14,30,87,22,39,44,24
LOC114596719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM204A,5,0,0,5,2,5,10,1,0,4,2,2,1,1,0
RAB11FIP2,0,0,2,1,0,0,0,0,0,0,1,0,2,2,2
LOC114597444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDZD8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2
SLC18A2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
KCNK18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHTN1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0
ENO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA12A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H10orf82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFRA1,6,0,4,37,0,3,12,0,9,21,0,4,6,0,15
ATRNL1,12,68,9,79,8,9,23,10,7,25,4,7,26,4,9
LOC114597461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUB1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FAM160B1,12,61,43,32,28,45,18,20,36,13,6,14,15,5,11
ABLIM1,5,18,9,90,3,10,33,2,7,32,2,17,27,5,11
AFAP1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC186,0,4,1,2,2,0,0,1,1,0,0,0,0,0,0
LOC114597470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596821,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ADRB1,2,0,0,2,0,1,3,0,0,0,0,0,1,0,0
NHLRC2,3,1,1,6,0,1,0,1,0,1,0,0,1,0,0
DCLRE1A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLEKHS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRAP,156,0,3226,318,0,1418,163,0,984,153,0,1420,171,0,1090
HABP2,0,44,0,0,137,0,0,116,1,0,124,0,0,74,1
TCF7L2,149,434,158,358,187,109,310,160,70,306,185,75,281,124,92
VTI1A,20,97,77,58,42,68,44,30,39,39,44,37,27,32,41
ZDHHC6,38,88,36,37,35,19,27,38,17,32,48,8,33,48,13
ACSL5,0,2,0,0,2,0,0,2,0,0,2,0,1,2,0
LOC114597481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECTB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPAM,2,31,0,8,2,0,3,3,0,2,1,0,1,1,2
ADRA2A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHOC2,17,39,45,49,28,35,26,24,27,29,23,22,34,7,40
BBIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDCD4,4,3,0,2,10,1,1,9,3,0,1,2,1,5,1
LOC114597486,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
RBM20,31,0,3,122,0,27,60,1,21,57,0,6,52,0,16
LOC114597491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMC3,92,153,29,195,78,75,80,76,68,88,56,38,71,70,48
DUSP5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SMNDC1,103,304,341,189,102,180,108,87,141,114,79,99,133,77,105
MXI1,40,87,23,216,22,25,103,22,27,113,6,12,64,9,33
LOC114597498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD3,207,70,26,525,55,40,379,32,34,348,51,31,339,34,55
XPNPEP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORCS1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1
SORCS3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CFAP58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ITPRIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTO1,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
LOC114596824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL17A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLK,28,15,15,73,11,9,23,4,4,16,6,3,19,9,10
STN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3PXD2A,14,35,25,24,6,1,11,7,0,5,4,8,7,16,10
LOC114597517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEURL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALHM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALHM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALHM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDCD11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATP5MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF5,2,5,2,5,6,2,3,3,3,1,5,1,4,2,0
PCGF6,6,13,22,31,7,1,10,5,2,8,1,1,12,7,3
INA,4,0,0,7,0,1,0,0,0,1,0,0,5,1,0
NT5C2,43,720,117,173,264,85,98,193,33,106,182,30,72,185,21
CNNM2,0,10,0,3,2,1,2,5,7,0,2,5,1,7,3
AS3MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BORCS7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC114597528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBP1L,38,223,182,29,106,143,18,84,156,26,116,64,21,233,113
LOC114598245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFXN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARL3,6,11,0,12,2,0,5,3,1,11,9,0,1,1,1
TRIM8,212,123,78,169,139,38,193,151,45,126,184,20,97,61,27
SUFU,4,30,1,30,11,6,6,4,6,10,0,2,10,10,4
ACTR1A,3,4,10,6,1,2,5,0,2,1,0,3,5,0,1
MFSD13A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA4G,0,3,0,1,3,0,0,5,0,0,2,0,0,4,0
LOC114597543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL43,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
TWNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LZTS2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
PDZD7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC114597547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597548,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SFXN3,4,0,0,2,0,0,1,0,1,0,0,0,1,0,0
KAZALD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBX1,0,0,6,0,0,10,0,0,19,0,0,11,0,0,11
LOC114597554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTRC,9,122,117,126,42,151,41,34,111,63,14,90,38,23,97
POLL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC114597560,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0
DPCD,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBXW4,106,262,505,195,95,409,95,66,294,129,64,208,166,106,402
LOC114597565,6,0,12,18,0,5,0,6,10,4,3,13,1,0,18
FGF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGA,50,418,83,310,89,74,153,92,47,153,100,37,129,71,41
LOC114597568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMH3,4,7,1,11,1,2,5,11,7,3,1,2,2,3,2
HPS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDB1,60,69,68,170,20,33,79,35,10,80,5,23,97,30,46
PPRC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCOR,41,140,22,108,68,50,61,59,24,59,102,28,54,66,42
LOC114597576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIT1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ARHGAP19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRP12,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0
PGAM1,2,18,0,7,9,3,3,6,4,2,5,1,2,12,6
EXOSC1,1,0,0,1,1,1,2,0,1,0,1,0,2,4,0
ZDHHC16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
MMS19,3,0,0,0,0,0,2,2,1,0,0,0,2,0,0
UBTD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOGA1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MORN4,1,6,4,9,5,1,3,0,6,3,0,1,3,2,1
PI4K2A,0,3,1,0,1,1,1,1,1,0,0,0,0,0,1
AVPI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARVELD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE27,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
SFRP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA7B,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
CRTAC1,181,84,6,158,12,5,94,4,2,40,0,8,40,11,10
R3HCC1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOXL4,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0
PYROXD2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HPS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPSE2,93,0,0,37,0,0,4,0,0,24,0,0,22,0,0
LOC114597605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNNM1,4,9,0,7,0,0,4,1,0,1,3,0,5,4,1
GOT1,13,19,12,21,4,7,5,3,14,15,4,5,15,6,6
NKX2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A28,564,264,238,395,276,251,406,224,305,388,374,149,373,292,197
ENTPD7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC114597613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597616,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
CUTC,1,1,3,3,2,5,2,1,0,3,3,3,4,2,2
ABCC2,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0
DNMBP,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0
CPN1,0,8,0,0,10,0,0,11,0,0,10,0,0,13,0
ENTPD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCTN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH18A1,5,9,0,6,12,1,1,7,1,3,4,0,3,4,2
DUSP28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PARL,4,2,1,3,0,1,0,0,0,1,0,1,0,0,1
MAP6D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEATS2,2,2,8,2,2,1,0,0,0,1,0,0,1,1,1
KLHL24,0,36,8,47,15,17,21,16,7,10,1,16,10,2,4
KLHL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMER3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF4,21,0,0,54,0,0,33,1,0,35,1,0,21,1,0
LOC114597633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM168B,246,674,668,514,206,682,300,160,389,311,257,257,386,203,315
PLEKHB2,0,0,0,1,0,2,1,0,3,0,0,2,3,0,2
LOC114597635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS6ST1,53,235,24,83,98,13,71,162,18,86,164,17,63,77,28
LOC114597638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGGT1,7,38,13,23,3,25,4,3,13,4,15,8,6,6,5
SAP130,12,15,4,25,11,6,26,16,10,18,15,7,21,7,9
AMMECR1L,168,529,375,446,194,196,276,187,123,254,331,97,254,175,174
LOC114597643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2D,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
WDR33,246,272,176,322,135,125,163,113,88,173,172,75,200,107,92
SFT2D3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LIMS2,15,6,6,35,1,4,15,1,4,19,4,0,11,1,5
GPR17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IWS1,55,58,134,65,22,56,26,27,47,39,50,18,28,42,48
LOC114597650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PROC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGKD,3,25,45,29,7,17,13,7,9,24,6,8,25,7,14
LOC114598131,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
SAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATG16L1,3,0,7,5,1,7,1,0,6,1,2,3,1,0,3
LOC114598226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597654,270,89,88,85,177,65,157,132,56,133,175,42,111,174,56
INPP5D,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0
NGEF,0,10,0,0,14,0,0,3,0,0,0,0,0,0,0
SNORC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIGYF2,55,185,163,104,47,105,52,51,64,55,62,63,45,42,62
KCNJ13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFHD1,14,212,53,46,115,22,26,125,45,27,106,17,31,35,45
LOC114597662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114597673,0,0,1,2,0,2,0,0,4,0,0,1,0,1,0
SCLY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ESPNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL30,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0
ERFE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILKAP,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0
KIF1A,0,0,0,0,0,0,1,0,4,5,0,1,0,2,0
LOC114597675,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
LOC114597677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGXT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ARMC8,157,107,398,243,54,314,160,61,271,169,106,241,129,74,306
PPP2R3A,10,0,84,32,1,62,16,4,79,22,1,55,13,4,60
MSL2,20,47,40,54,49,40,20,51,32,32,26,22,38,36,29
LOC114597681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAG1,132,311,148,313,121,173,202,79,123,201,134,129,126,96,155
PCCB,16,8,3,13,6,7,8,6,5,8,6,2,6,4,3
SLC35G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
